epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,8241.63,1.68122,1.69152,1.68092,0.57618,0.51277,0.53914,0.25442,1.75618,1.52995,1.71263,0.000820525,0.000820525,0.000820525
44,8430.98,1.67787,1.68019,1.6808,0.58267,0.51871,0.53928,0.25486,1.76594,1.52167,1.72193,0.000812468,0.000812468,0.000812468
45,8621.77,1.67543,1.67256,1.67404,0.57475,0.52534,0.54102,0.25778,1.77072,1.50981,1.72301,0.000804277,0.000804277,0.000804277
46,8811.88,1.66398,1.66352,1.66575,0.5702,0.52053,0.54144,0.2554,1.76453,1.5066,1.71393,0.000795954,0.000795954,0.000795954
47,9001.83,1.67044,1.64554,1.66412,0.57781,0.51288,0.53936,0.25375,1.77119,1.50601,1.71488,0.000787503,0.000787503,0.000787503
48,9191.78,1.67024,1.65131,1.66324,0.58029,0.50348,0.53827,0.25345,1.76766,1.50345,1.71319,0.000778929,0.000778929,0.000778929
49,9381.34,1.66735,1.6458,1.66824,0.59382,0.51295,0.54154,0.258,1.76118,1.49221,1.70754,0.000770234,0.000770234,0.000770234
50,9571.09,1.64764,1.62615,1.65723,0.59912,0.51895,0.54613,0.26038,1.76065,1.47771,1.70555,0.000761423,0.000761423,0.000761423
51,9761.41,1.65279,1.61453,1.65428,0.58664,0.52569,0.5481,0.26035,1.75894,1.47972,1.70363,0.0007525,0.0007525,0.0007525
52,9953.7,1.65131,1.61565,1.65615,0.57798,0.52411,0.54261,0.25802,1.75962,1.48153,1.70442,0.000743468,0.000743468,0.000743468
53,10143.1,1.64512,1.59807,1.64496,0.56845,0.54224,0.54268,0.25869,1.75421,1.47932,1.70108,0.000734332,0.000734332,0.000734332
54,10332.8,1.63993,1.59593,1.63852,0.58061,0.53254,0.54031,0.25861,1.75794,1.47355,1.70248,0.000725094,0.000725094,0.000725094
55,10523.4,1.64636,1.58869,1.64227,0.56813,0.54376,0.54504,0.26009,1.75516,1.47167,1.70212,0.000715761,0.000715761,0.000715761
56,10715,1.63921,1.58712,1.64127,0.5706,0.53937,0.54672,0.261,1.75386,1.46796,1.70102,0.000706335,0.000706335,0.000706335
57,10905.5,1.63746,1.56264,1.63129,0.57111,0.5407,0.54775,0.2629,1.7528,1.46089,1.70018,0.00069682,0.00069682,0.00069682
58,11094.8,1.62178,1.55691,1.62636,0.56661,0.54552,0.55015,0.26276,1.75196,1.45746,1.69904,0.000687222,0.000687222,0.000687222
59,11284.1,1.62451,1.55677,1.62502,0.56315,0.54855,0.55223,0.26351,1.75101,1.45329,1.69889,0.000677543,0.000677543,0.000677543
60,11474.3,1.62557,1.55333,1.62546,0.55439,0.55293,0.55238,0.26416,1.74996,1.4505,1.69698,0.000667789,0.000667789,0.000667789
61,11662.9,1.61929,1.54482,1.61961,0.55863,0.54837,0.55368,0.26573,1.75133,1.44823,1.69651,0.000657963,0.000657963,0.000657963
62,11852.1,1.61531,1.54168,1.62157,0.55652,0.55313,0.55585,0.26627,1.75164,1.44743,1.69719,0.000648071,0.000648071,0.000648071
63,12041.4,1.61592,1.51973,1.61841,0.56842,0.54693,0.55612,0.26663,1.75075,1.44494,1.69601,0.000638115,0.000638115,0.000638115
64,12230.8,1.61266,1.52527,1.61343,0.57851,0.54089,0.55648,0.26714,1.74986,1.43987,1.69441,0.000628101,0.000628101,0.000628101
65,12420.1,1.61652,1.50818,1.60923,0.57631,0.54406,0.55664,0.26716,1.74966,1.4353,1.69386,0.000618034,0.000618034,0.000618034
66,12609,1.60455,1.51487,1.60749,0.5825,0.54712,0.55602,0.26685,1.7473,1.43349,1.69269,0.000607916,0.000607916,0.000607916
67,12798.2,1.6063,1.49192,1.60498,0.57778,0.55156,0.55584,0.26748,1.74587,1.43201,1.69173,0.000597754,0.000597754,0.000597754
68,12987.6,1.59701,1.49058,1.595,0.57016,0.55454,0.55603,0.2677,1.74485,1.43052,1.69063,0.000587551,0.000587551,0.000587551
69,13175.4,1.5918,1.48481,1.59425,0.56864,0.55415,0.55408,0.26788,1.74395,1.42896,1.68942,0.000577311,0.000577311,0.000577311
70,13365.5,1.59223,1.48533,1.59621,0.56723,0.55425,0.55717,0.26833,1.74262,1.42855,1.68858,0.00056704,0.00056704,0.00056704
71,13554.7,1.58742,1.47951,1.58986,0.57578,0.55296,0.55868,0.26832,1.74226,1.428,1.68794,0.000556742,0.000556742,0.000556742
72,13745.2,1.57785,1.45622,1.58028,0.57439,0.55437,0.55761,0.26806,1.74273,1.42626,1.68797,0.000546421,0.000546421,0.000546421
73,13934.9,1.58051,1.4603,1.58169,0.5796,0.55284,0.5588,0.26853,1.74163,1.42426,1.6875,0.000536081,0.000536081,0.000536081
74,14127.1,1.58486,1.45958,1.58948,0.57573,0.55856,0.56054,0.26901,1.74,1.42233,1.68616,0.000525728,0.000525728,0.000525728
75,14318.1,1.57568,1.45737,1.58153,0.57996,0.55574,0.5609,0.26936,1.73868,1.4219,1.68514,0.000515366,0.000515366,0.000515366
76,14510.8,1.58165,1.46055,1.58276,0.58195,0.55051,0.55977,0.27063,1.738,1.41987,1.68387,0.000505,0.000505,0.000505
77,14701,1.57033,1.44352,1.57971,0.58334,0.54648,0.55828,0.27084,1.73857,1.4188,1.68431,0.000494634,0.000494634,0.000494634
78,14891.3,1.56312,1.42323,1.57235,0.59021,0.53995,0.55934,0.27102,1.73864,1.41775,1.68425,0.000484272,0.000484272,0.000484272
79,15082.8,1.5716,1.44394,1.57415,0.59026,0.54274,0.55973,0.27146,1.73853,1.41765,1.68401,0.000473919,0.000473919,0.000473919
80,15273.7,1.55896,1.42724,1.56939,0.58908,0.53976,0.55926,0.27131,1.73865,1.41542,1.68421,0.000463579,0.000463579,0.000463579
81,15463.8,1.55351,1.4098,1.56438,0.58467,0.54173,0.55923,0.27104,1.73865,1.41437,1.68396,0.000453258,0.000453258,0.000453258
82,15653.6,1.55827,1.40622,1.56004,0.58346,0.54431,0.55993,0.27087,1.73899,1.41356,1.68419,0.00044296,0.00044296,0.00044296
83,15842.9,1.55411,1.41131,1.5617,0.58543,0.54618,0.56051,0.27125,1.73824,1.41317,1.68381,0.000432689,0.000432689,0.000432689
84,16035.9,1.55543,1.40359,1.55879,0.58476,0.54411,0.55881,0.27143,1.73732,1.41223,1.68321,0.000422449,0.000422449,0.000422449
85,16225.2,1.5472,1.39229,1.55248,0.58568,0.54468,0.55985,0.27222,1.73681,1.4115,1.68283,0.000412246,0.000412246,0.000412246
86,16415.5,1.5482,1.39474,1.55314,0.58694,0.54696,0.55997,0.27191,1.73682,1.41153,1.68271,0.000402084,0.000402084,0.000402084
87,16605.6,1.54076,1.38248,1.54348,0.58619,0.54655,0.56017,0.27165,1.73653,1.41111,1.6823,0.000391966,0.000391966,0.000391966
88,16795.9,1.54279,1.3837,1.55058,0.58685,0.54673,0.56063,0.27187,1.73624,1.40997,1.68194,0.000381899,0.000381899,0.000381899
89,16986.3,1.54086,1.38232,1.54952,0.58756,0.54754,0.56087,0.2721,1.73663,1.40896,1.68219,0.000371885,0.000371885,0.000371885
90,17176.6,1.5371,1.37541,1.54461,0.58652,0.54975,0.56073,0.27243,1.73704,1.40888,1.68197,0.000361929,0.000361929,0.000361929
91,17367.3,1.53102,1.3712,1.53815,0.58958,0.54968,0.56086,0.27235,1.737,1.40856,1.68215,0.000352037,0.000352037,0.000352037
92,17556.8,1.52905,1.3518,1.53903,0.59152,0.54516,0.56046,0.27261,1.73622,1.4075,1.68173,0.000342211,0.000342211,0.000342211
93,17746.7,1.52704,1.35709,1.53951,0.58997,0.54998,0.56113,0.27279,1.73555,1.40713,1.68137,0.000332457,0.000332457,0.000332457
94,17936.1,1.52045,1.34447,1.5334,0.59309,0.55015,0.56145,0.27296,1.73562,1.40625,1.68158,0.000322778,0.000322778,0.000322778
95,18126,1.51199,1.33745,1.52451,0.59393,0.54676,0.56258,0.2732,1.73505,1.40534,1.68124,0.00031318,0.00031318,0.00031318
96,18317,1.52361,1.33285,1.5302,0.59393,0.54643,0.5626,0.27256,1.73519,1.40446,1.68084,0.000303665,0.000303665,0.000303665
97,18507.6,1.52216,1.33145,1.52952,0.59456,0.54654,0.56226,0.27301,1.73518,1.40265,1.68089,0.000294239,0.000294239,0.000294239
98,18698.3,1.51389,1.3357,1.52243,0.59263,0.5483,0.56178,0.27316,1.73539,1.40327,1.68115,0.000284906,0.000284906,0.000284906
99,18887.6,1.50143,1.32431,1.51439,0.59298,0.54847,0.5618,0.2732,1.73525,1.40142,1.68111,0.000275668,0.000275668,0.000275668
100,19078.8,1.50461,1.32122,1.51339,0.5944,0.54861,0.56177,0.27356,1.73473,1.40064,1.68056,0.000266532,0.000266532,0.000266532
101,19268.9,1.50216,1.32291,1.51751,0.59848,0.54664,0.56164,0.27345,1.7349,1.39969,1.68038,0.0002575,0.0002575,0.0002575
102,19462.2,1.50215,1.30952,1.51489,0.59522,0.546,0.56139,0.27393,1.73484,1.39976,1.68012,0.000248577,0.000248577,0.000248577
